word,query,dmetaphone_sim,dmetaphone_ed,metaphone_sim,metaphone_ed,nysiis_sim,nysiis_ed,soundex_sim,soundex_ed,og_sim,og_ed,label
testim,tetim,0.925,1,0.925,1,0.9556,1,0.85,2,0.9556,1,1
testim,ttestim,1.0,0,1.0,0,1.0,0,1.0,0,0.8821,1,1
testim,testmi,1.0,0,1.0,0,0.9667,1,1.0,0,0.9667,2,1
testoderm,testoderm,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
testoderm,testtoderm,1.0,0,1.0,0,1.0,0,1.0,0,0.98,1,1
testoderm,teustoderm,1.0,0,1.0,0,1.0,0,1.0,0,0.9733,1,1
testoderm,ttestoderm,1.0,0,1.0,0,1.0,0,1.0,0,0.92,1,1
testoderm,etstoderm,0.9524,1,0.9524,1,0.8218,2,0.7222,3,0.963,2,1
testoderm,testodermat,0.981,1,0.981,1,0.9939,2,1.0,0,0.9939,2,1
testolactone,testolactone,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
testolactone,testolactlone,0.9833,1,0.9833,1,0.9972,1,1.0,0,0.9974,1,1
testolactone,testolacton,1.0,0,1.0,0,1.0,0,1.0,0,1.0,1,1
testolactone,testolactonex,0.9778,2,0.9778,2,1.0,2,1.0,0,1.0,1,1
testolactone,testolacttone,1.0,0,1.0,0,1.0,0,1.0,0,0.9974,1,1
testolactone,testtolactone,1.0,0,1.0,0,1.0,0,1.0,0,0.9429,1,1
testopel,testopel,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
testopel,testopeel,1.0,0,1.0,0,1.0,0,1.0,0,0.9889,1,1
testopel,testopele,1.0,0,1.0,0,1.0,0,1.0,0,0.9926,1,1
testopel,testopeol,1.0,0,1.0,0,1.0,0,1.0,0,0.9889,1,1
testopel,ttestopel,1.0,0,1.0,0,1.0,0,1.0,0,0.9104,1,1
testopel,testpoel,1.0,0,1.0,0,0.9464,1,1.0,0,0.975,2,1
testosterone,testosterone,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
testosterone,testosteerone,1.0,0,1.0,0,1.0,0,1.0,0,0.9838,1,1
testosterone,testosteroe,0.981,1,0.981,1,0.9939,2,1.0,0,1.0,1,1
testosterone,ttestosterone,1.0,0,1.0,0,1.0,0,1.0,0,0.9019,1,1
testosterone,tesotsterone,1.0,0,1.0,0,0.9788,2,1.0,0,0.9806,2,1
testosterone,testosternoe,1.0,0,1.0,0,0.997,1,1.0,0,0.9972,2,1
testred,testred,0.7675,3,0.7675,3,0.8794,2,0.8875,2,0.8794,2,0
testred,testred,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
testred,testkred,0.9611,1,0.9611,1,0.975,1,0.8833,1,0.975,1,1
testred,tetred,0.8483,2,0.8483,2,0.9444,1,0.8833,1,0.9444,1,0
testred,tetred,0.94,1,0.94,1,0.9619,1,0.85,2,0.9619,1,1
testred,tetred,0.9533,1,0.9533,1,0.9583,2,0.8833,1,0.95,2,0
testred,tetred,0.7222,1,0.7222,1,0.7159,2,0.8333,1,0.7159,2,0
testred,tetred,0.7222,2,0.7222,2,0.6389,3,0.6667,2,0.6944,2,0
testred,testerd,1.0,0,1.0,0,0.9714,1,1.0,0,0.9714,2,1
testred,tsetred,0.7675,3,0.7675,3,0.8643,2,0.8875,2,0.8643,2,0
testred,tsetred,1.0,0,1.0,0,0.9571,2,1.0,0,0.9571,2,1
tesuloid,tesuloid,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
tesuloid,tesulloid,1.0,0,1.0,0,1.0,0,1.0,0,0.9815,1,1
tesuloid,tezsuloid,0.9467,1,0.9467,1,1.0,0,1.0,0,0.9704,1,1
tesuloid,ttesuloid,1.0,0,1.0,0,1.0,0,1.0,0,0.9667,1,1
tesuloid,tuesuloid,1.0,0,1.0,0,1.0,0,1.0,0,0.9104,1,1
tetrabenazine,tetrabenazine,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
tetrabenazine,tetrabenazin,1.0,0,1.0,0,1.0,0,1.0,0,1.0,1,1
tetrabenazine,tetrabenazinne,1.0,0,1.0,0,1.0,0,1.0,0,1.0,1,1
tetrabenazine,tetrabensazine,0.9833,1,0.9833,1,0.9893,1,1.0,0,0.9952,1,1
tetrabenazine,tletrabenazine,0.9625,1,0.9625,1,0.9769,1,0.85,2,0.9786,1,1
tetrachel,tetrachel,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
tetrachel,teltrachel,0.83,1,0.83,1,0.9704,1,0.85,2,0.9733,1,1
tetrachel,tetrachdel,0.8756,2,0.8756,2,0.9733,2,1.0,0,0.99,1,1
tetrachel,tetrahel,0.8133,2,0.8133,2,0.9097,3,0.8833,1,0.9167,2,0
tetrachel,tetrahel,0.9067,1,0.9067,1,0.9583,2,0.8833,1,0.9815,1,1
tetrachel,tetrrachel,1.0,0,1.0,0,1.0,0,1.0,0,0.98,1,1
tetracyn,tetracyn,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
tetracyn,teracyn,0.94,1,0.94,1,0.9667,1,0.85,2,0.9667,1,1
tetracyn,teracyn,0.85,1,0.85,1,0.9238,1,0.85,1,0.8238,3,0
tetracyn,tetacyn,0.8333,1,0.8333,1,0.8492,1,0.8333,1,0.7429,2,0
tetracyn,tetacyn,0.9467,1,0.9467,1,0.9708,1,0.8667,2,0.9708,1,1
tetracyn,tetacyn,0.85,1,0.85,1,0.9238,1,0.85,1,0.8238,3,0
tetracyn,tetracynn,1.0,0,1.0,0,1.0,0,1.0,0,0.9926,1,1
tetracyn,tetrracyn,1.0,0,1.0,0,1.0,0,1.0,0,0.9778,1,1
tetracyn,tetarcyn,1.0,0,1.0,0,0.9708,2,1.0,0,0.9708,2,1
tetramed,tetramed,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
tetramed,ttetramed,1.0,0,1.0,0,1.0,0,1.0,0,0.9292,1,1
tetramed,tetraemd,1.0,0,1.0,0,0.9833,1,1.0,0,0.9792,2,1
tetramed,tetrmaed,1.0,0,1.0,0,0.9464,1,1.0,0,0.975,2,1
tetrex,tetrex,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
tetrex,tetrex,0.88,1,0.88,1,0.9111,1,0.85,1,0.725,2,0
tetrex,tetrex,0.7675,3,0.7675,3,0.8794,2,0.8875,2,0.8794,2,0
tetrex,tetrex,0.805,2,0.805,2,0.8578,2,0.7,3,0.8578,2,0
tetrex,tetrex,0.8222,2,0.8222,2,0.7194,3,0.6667,3,0.7194,3,0
tetrex,tetrex,0.9444,1,0.9444,1,0.7778,2,0.6667,3,0.8611,3,0
tetrex,tetrex,0.6889,3,0.6889,3,0.6389,3,0.6667,2,0.6944,2,0
tetrex,tnetrex,0.8222,1,0.8222,1,0.7579,2,0.8333,1,0.7579,2,0
tetrex,tnetrex,0.95,1,0.95,1,0.9571,1,0.85,2,0.9571,1,1
tetrex,ettrex,0.8667,1,0.8667,1,0.7389,2,0.8333,1,0.9444,2,1
tetrex,ettrex,0.8222,2,0.8222,2,0.6417,4,0.6667,3,0.9167,2,0
tetrex,teterx,1.0,0,1.0,0,0.8756,3,1.0,0,0.9611,2,1
tetrex,teterx,0.805,2,0.805,2,0.76,3,0.7,3,0.8578,2,0
tetrex,tetrxe,1.0,0,1.0,0,0.8933,2,1.0,0,0.9667,2,1
teveten,teveten,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
teveten,teveen,0.9333,1,0.9333,1,0.9429,2,0.8667,2,0.9714,1,1
teveten,teveteen,1.0,0,1.0,0,1.0,0,1.0,0,0.9833,1,1
teveten,tevetne,1.0,0,1.0,0,0.9762,1,1.0,0,0.9762,2,1
teveten,tevteen,1.0,0,1.0,0,0.9278,1,1.0,0,0.9667,2,1
teveten,tveeten,1.0,0,1.0,0,0.8043,2,1.0,0,0.9571,2,1
tezacaftor,tezacaftor,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
tezacaftor,taezacaftor,1.0,0,1.0,0,1.0,0,1.0,0,0.8977,1,1
tezacaftor,tezacftor,1.0,0,1.0,0,0.9556,1,1.0,0,0.9833,1,1
tezacaftor,tezzacaftor,1.0,0,1.0,0,1.0,0,1.0,0,0.9788,1,1
tezacaftor,tezacfator,1.0,0,1.0,0,0.9833,2,1.0,0,0.9833,2,1
thalidomide,thalidomide,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
thalidomide,thallidomide,1.0,0,1.0,0,1.0,0,1.0,0,0.9833,1,1
thalidomide,thaqlidomide,0.95,1,0.95,1,0.9733,1,0.85,2,0.9806,1,1
thalidomide,thalidomdie,1.0,0,1.0,0,0.9778,2,1.0,0,0.9939,2,1
thalitone,thalitone,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
thalitone,thaalitone,1.0,0,1.0,0,1.0,0,1.0,0,0.9767,1,1
thalitone,thalitone1,1.0,0,1.0,0,1.0,0,1.0,0,0.9967,1,1
thalitone,thalitonee,1.0,0,1.0,0,0.9875,1,1.0,0,0.9967,1,1
thalitone,thalitoone,1.0,0,1.0,0,1.0,0,1.0,0,0.99,1,1
thalitone,thlaitone,1.0,0,1.0,0,0.8143,1,1.0,0,0.9704,2,1
thalomid,thalomid,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
thalomid,thalmid,1.0,0,1.0,0,0.9278,1,1.0,0,0.975,1,1
thalomid,thalmid,0.8333,1,0.8333,1,0.8889,1,0.8333,1,0.8492,2,0
thalomid,thalomidb,0.96,1,0.96,1,0.9875,1,1.0,0,0.9926,1,1
thalomid,thaomid,0.925,1,0.925,1,0.8705,2,0.85,2,0.9708,1,1
thalomid,thaomid,0.8,1,0.8,1,0.8933,1,0.85,1,0.8476,2,0
thalomid,thaolmid,1.0,0,1.0,0,0.9278,1,1.0,0,0.9708,2,1
theelin,theelin,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
theelin,theeli,0.9111,1,0.9111,1,0.9067,2,0.8667,1,0.981,1,1
theelin,theeln,1.0,0,1.0,0,0.9533,1,1.0,0,0.9762,1,1
theelin,toheelin,0.7222,2,0.7222,2,1.0,0,1.0,0,0.9625,1,1
theelin,theeiln,1.0,0,1.0,0,0.9533,1,1.0,0,0.9714,2,1
theo,theo,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
theo,theo,0.0,1,0.0,1,1.0,0,1.0,0,0.75,2,0
theo,theo,0.0,2,0.0,2,0.8,2,0.85,1,0.7333,2,0
theo,heo,0.0,2,0.0,2,0.0,3,0.6667,2,0.5556,2,0
theo,heo,0.0,1,0.0,1,0.0,2,0.8333,1,0.5556,2,0
theo,heo,0.0,2,0.0,2,0.0,3,0.6667,2,0.5556,2,0
theo,heo,0.0,2,0.0,2,0.0,2,0.6667,2,0.5556,2,0
theo,heo,0.0,2,0.0,2,0.0,3,0.6667,2,0.7222,2,0
theo,heo,0.0,1,0.0,1,0.0,1,0.8333,1,0.9167,1,1
theo,heo,0.0,1,0.0,1,0.0,1,0.8333,1,0.5556,2,0
theo,heo,0.0,2,0.0,2,0.85,1,0.7,2,0.6,2,0
theo,thceo,0.85,1,0.85,1,0.8,2,0.85,1,0.9467,1,1
theo,thceo,0.6667,1,0.6667,1,0.8,1,1.0,0,0.805,2,0
theo,theeo,1.0,0,1.0,0,1.0,0,1.0,0,0.9533,1,1
theo,thheo,1.0,0,1.0,0,0.85,1,1.0,0,0.9467,1,1
theo,ttheo,1.0,0,1.0,0,1.0,0,1.0,0,0.94,1,1
theochron,theochron,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
theochron,thceochron,0.94,1,0.94,1,0.8905,2,0.8667,2,0.9289,1,1
theochron,thechron,1.0,0,1.0,0,1.0,0,1.0,0,0.9157,1,1
theochron,theochronn,1.0,0,1.0,0,1.0,0,1.0,0,0.9967,1,1
theochron,theocron,1.0,0,1.0,0,0.9667,1,1.0,0,0.9815,1,1
theochron,thexochron,0.9111,2,0.9111,2,0.8646,2,0.8667,2,0.9767,1,1
theoclear,theoclear,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
theoclear,theocclear,1.0,0,1.0,0,1.0,0,1.0,0,0.9833,1,1
theoclear,thoclear,1.0,0,1.0,0,1.0,0,1.0,0,0.9037,1,1
theoclear,hteoclear,0.8333,1,0.8333,1,0.9524,1,0.6667,3,0.963,2,1
theolixir,theolixir,0.8933,2,0.8933,2,0.9429,2,0.8667,2,0.9421,2,0
theolixir,theolixir,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
theolixir,tfheolixir,0.8222,2,0.8222,2,0.9625,1,0.85,2,0.97,1,1
theolixir,theoliir,1.0,0,1.0,0,1.0,0,1.0,0,0.9583,1,0
theolixir,theoliir,0.8933,2,0.8933,2,0.9429,2,0.8667,2,0.9852,1,1
theolixir,theomlixir,0.95,1,0.95,1,0.9667,1,0.85,2,0.98,1,1
theolixir,theoliixr,0.8933,2,0.8933,2,0.9667,1,0.8667,2,0.9421,2,0
theolixir,theoliixr,1.0,0,1.0,0,0.9762,1,1.0,0,0.9852,2,1
theolixir,theolxiir,0.8933,2,0.8933,2,0.9611,1,0.8667,2,0.9421,2,0
theolixir,theolxiir,1.0,0,1.0,0,0.9278,1,1.0,0,0.9815,2,1
theophyl,theophyl,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
theophyl,heophyl,0.7778,1,0.7778,1,0.8667,1,0.8333,1,0.9583,1,1
theophyl,theodphyl,0.925,1,0.925,1,0.9556,1,0.85,2,0.9778,1,1
theophyl,theoophyl,1.0,0,1.0,0,1.0,0,1.0,0,0.9778,1,1
theophyl,thephyl,1.0,0,1.0,0,1.0,0,1.0,0,0.9708,1,1
theophylline,theophylline,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
theophylline,heophylline,0.6667,2,0.6667,2,0.8135,3,0.6667,2,0.8232,2,0
theophylline,heophylline,0.8333,1,0.8333,1,0.9048,1,0.8333,1,0.9722,1,1
theophylline,theophyllikne,0.9533,1,0.9533,1,1.0,0,0.8833,1,1.0,1,1
theophylline,theophyllpine,0.9533,1,0.9533,1,0.9792,1,0.8833,1,0.9974,1,1
theophylline,theophyllien,1.0,0,1.0,0,1.0,0,1.0,0,1.0,2,1
theovent,theovent,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
theovent,theoent,0.925,1,0.925,1,0.8933,2,0.85,2,0.975,1,1
theovent,theovsent,0.9467,1,0.9467,1,0.9611,1,0.8667,2,0.9815,1,1
theovent,theovvent,1.0,0,1.0,0,1.0,0,1.0,0,0.9815,1,1
theovent,tehovent,0.7833,2,0.7833,2,1.0,0,1.0,0,0.9625,2,1
theovent,theovetn,0.9333,2,0.9333,2,0.8933,2,0.9333,2,0.9833,2,1
thermazene,thermazene,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
thermazene,termazene,0.8667,1,0.8667,1,1.0,0,1.0,0,0.97,1,1
thermazene,thermazeene,1.0,0,1.0,0,1.0,0,1.0,0,0.9873,1,1
thermazene,thermazeen,1.0,0,1.0,0,1.0,0,1.0,0,0.9933,2,1
thermazene,thermzaene,1.0,0,1.0,0,0.9464,1,1.0,0,0.9833,2,1
theroxidil,theroxidil,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
theroxidil,thearoxidil,1.0,0,1.0,0,1.0,0,1.0,0,0.9788,1,1
theroxidil,theoxidil,0.95,1,0.95,1,0.8646,2,0.85,2,0.9767,1,1
theroxidil,theroxidiul,1.0,0,1.0,0,1.0,0,1.0,0,0.997,1,1
theroxidil,theroixdil,1.0,0,1.0,0,0.9606,1,1.0,0,0.9833,2,1
thiabendazole,thiabendazole,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
thiabendazole,thiabendaole,0.9667,1,0.9667,1,0.98,2,1.0,0,0.9974,1,1
thiabendazole,thiabendxazole,0.95,2,0.95,2,0.9879,1,1.0,0,0.9952,1,1
thiabendazole,thiiabendazole,1.0,0,1.0,0,1.0,0,1.0,0,0.9833,1,1
thiabendazole,tkhiabendazole,0.7492,2,0.7492,2,0.9727,1,0.85,2,0.9786,1,1
thiabendazole,tzhiabendazole,0.7492,2,0.7492,2,0.9727,1,0.85,2,0.9786,1,1
thiamine,thiamine,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
thiamine,thiaminee,1.0,0,1.0,0,0.9722,1,1.0,0,0.9926,1,1
thiamine,thiammine,1.0,0,1.0,0,1.0,0,1.0,0,0.9815,1,1
thiamine,thimine,1.0,0,1.0,0,1.0,0,1.0,0,0.9708,1,1
thiamine,thimaine,1.0,0,1.0,0,1.0,0,1.0,0,0.9708,2,1
thioguanine,thioguanine,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
thioguanine,thioguantine,0.9533,1,0.9533,1,0.9792,1,0.8833,1,0.9944,1,1
thioguanine,thiogufanine,0.9467,1,0.9467,1,0.927,2,0.8667,1,0.9889,1,1
thioguanine,tioguanine,0.8333,1,0.8333,1,1.0,0,1.0,0,0.9727,1,1
thioguanine,thoiguanine,1.0,0,1.0,0,1.0,0,1.0,0,0.9758,2,1
thioplex,thioplex,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
thioplex,thiopleex,1.0,0,1.0,0,1.0,0,1.0,0,0.9889,1,1
thioplex,thioplx,1.0,0,1.0,0,0.8933,2,1.0,0,0.9833,1,1
thioplex,thioplx,0.82,3,0.82,3,0.8933,2,0.7,3,0.9095,2,0
thioplex,thiorplex,0.95,1,0.95,1,0.9619,1,0.85,2,0.9778,1,1
thioplex,tioplex,0.8667,1,0.8667,1,0.6972,2,0.8333,1,0.9048,2,0
thioplex,tioplex,0.8667,1,0.8667,1,1.0,0,1.0,0,0.9625,1,1
thioplex,htioplex,0.8667,1,0.8667,1,0.9524,1,0.6667,3,0.9583,2,1
thioridazine,thioridazine,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
thioridazine,thioridazione,1.0,0,1.0,0,1.0,0,1.0,0,1.0,1,1
thioridazine,thiorwidazine,1.0,0,1.0,0,0.9767,1,1.0,0,0.9872,1,1
thioridazine,tjhioridazine,0.7389,2,0.7389,2,0.97,1,0.8875,2,0.9769,1,1
thioridazine,tthioridazine,1.0,0,1.0,0,1.0,0,1.0,0,0.9769,1,1
thioridazine,thiroidazine,1.0,0,1.0,0,1.0,0,1.0,0,0.9806,2,1
thiotepa,thiotepa,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
thiotepa,thixotepa,0.88,2,0.88,2,0.8705,2,0.85,2,0.9741,1,1
thiotepa,tiotepa,0.7778,1,0.7778,1,1.0,0,1.0,0,0.9625,1,1
thiotepa,thioteap,1.0,0,1.0,0,1.0,0,1.0,0,0.9833,2,1
thiotepa,tihotepa,0.7222,2,0.7222,2,1.0,0,1.0,0,0.9625,2,1
thiothixene,thiothixene,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
thiothixene,thiothixen,1.0,0,1.0,0,1.0,0,1.0,0,1.0,1,1
thiothixene,thiothixne,1.0,0,1.0,0,0.9762,1,1.0,0,0.9873,1,1
thiothixene,thithixene,1.0,0,1.0,0,1.0,0,1.0,0,0.9788,1,1
thiothixene,tihothixene,0.8222,2,0.8222,2,1.0,0,1.0,0,0.9727,2,1
thorazine,thorazine,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
thorazine,thorazine,0.8333,1,0.8333,1,0.9048,1,0.8333,1,0.8519,2,0
thorazine,thoroazine,1.0,0,1.0,0,1.0,0,1.0,0,0.98,1,1
thorazine,thoarzine,1.0,0,1.0,0,0.9278,1,1.0,0,0.9741,2,1
thorazine,thorazien,1.0,0,1.0,0,1.0,0,1.0,0,0.9889,2,1
thrive,thrive,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
thrive,hrive,0.8889,1,0.8889,1,0.9333,1,0.8333,1,0.9444,1,1
thrive,thriive,1.0,0,1.0,0,1.0,0,1.0,0,0.9714,1,1
thrive,thriev,1.0,0,1.0,0,0.92,1,1.0,0,0.9667,2,1
thypinone,thypinone,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
thypinone,thypinne,0.9417,1,0.9417,1,0.9667,2,0.8833,1,0.9852,1,1
thypinone,typinone,0.8333,1,0.8333,1,0.9625,1,1.0,0,0.9667,1,1
thyrolar,thyrolar,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
thyrolar,thyro0lar,1.0,0,1.0,0,1.0,0,1.0,0,0.9815,1,1
thyrolar,thyrolaqr,0.9533,1,0.9533,1,0.9889,1,0.8833,1,0.9889,1,1
thyrolar,thyroalr,1.0,0,1.0,0,0.9833,1,1.0,0,0.9792,2,1
thyrosafe,thyrosafe,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
thyrosafe,thyrossafe,1.0,0,1.0,0,1.0,0,1.0,0,0.9867,1,1
thyrosafe,thyrtosafe,0.9467,1,0.9467,1,0.9778,1,0.8667,2,0.98,1,1
thyrosafe,thryosafe,1.0,0,1.0,0,0.8905,1,1.0,0,0.9704,2,1
thyrosafe,thyroasfe,1.0,0,1.0,0,0.9833,1,1.0,0,0.9815,2,1
thyrosafe,thyrosfae,1.0,0,1.0,0,0.9833,1,1.0,0,0.9852,2,1
tiamate,tiamate,0.7778,1,0.7778,1,0.8667,1,0.8333,1,0.8492,2,0
tiamate,tiamate,0.5556,2,0.5556,2,0.9444,1,0.5,3,0.8492,2,0
tiamate,tiamate,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
tiamate,tiamate,0.7222,2,0.7222,2,0.7071,3,0.6667,3,0.869,2,0
tiamate,tiamate8,1.0,0,1.0,0,1.0,0,1.0,0,0.9875,1,1
tiamate,tiamatev,0.9417,1,0.9417,1,0.9524,2,0.8833,1,0.9875,1,1
tiamate,tiamkate,0.9333,1,0.9333,1,0.9611,1,0.8667,2,0.975,1,1
tiazac,tiazac,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
tiazac,tiazac,0.7778,1,0.7778,1,0.8667,1,0.8333,1,0.7389,2,0
tiazac,tiazacb,0.9417,1,0.9417,1,0.9722,1,0.8833,1,0.981,1,1
tiazac,taizac,0.7778,1,0.7778,1,1.0,0,1.0,0,0.95,2,1
tiazac,taizac,1.0,0,1.0,0,0.8667,1,0.8333,1,0.6972,2,0
tiazac,tiaazc,1.0,0,1.0,0,0.9533,1,0.8667,1,0.9611,2,1
tiazac,tizaac,0.7778,1,0.7778,1,1.0,0,1.0,0,0.9556,2,1
tiazac,tizaac,1.0,0,1.0,0,0.8667,1,0.8333,1,0.8222,2,0
tibsovo,tibsovo,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
tibsovo,tibsodvo,0.9533,1,0.9533,1,0.9762,1,0.8833,1,0.9792,1,1
tibsovo,tibsovoe,1.0,0,1.0,0,1.0,0,1.0,0,0.9875,1,1
tibsovo,tibsovoi,1.0,0,1.0,0,1.0,0,1.0,0,0.9875,1,1
tibsovo,itbsovo,0.9333,1,0.9333,1,0.7889,2,0.6667,3,0.9524,2,1
tibsovo,tisbovo,0.925,2,0.925,2,0.9556,2,0.925,2,0.9619,2,1
ticar,ticar,0.7222,2,0.7222,2,0.7333,2,0.6667,2,0.8222,2,0
ticar,ticar,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
ticar,ticar,0.9167,1,0.9167,1,0.9444,1,0.6667,3,0.9048,2,0
ticar,ticar,0.825,1,0.825,1,0.83,1,0.75,2,0.7275,2,0
ticar,ticar,0.8222,1,0.8222,1,0.7867,2,0.8667,1,0.7867,2,0
ticar,ticar,0.7222,2,0.7222,2,0.7389,2,0.6667,3,0.6972,2,0
ticar,ticar,0.8,2,0.8,2,0.7911,3,0.85,2,0.8324,3,0
ticar,tficar,0.925,1,0.925,1,0.95,1,0.85,2,0.95,1,1
ticar,tficar,0.6667,2,0.6667,2,0.6944,2,0.6667,2,0.7778,2,0
ticar,tficar,0.75,1,0.75,1,0.9,1,0.75,1,0.8,2,0
ticar,ticr,1.0,0,1.0,0,0.9533,1,1.0,0,0.9533,1,1
ticar,ticr,0.7778,2,0.7778,2,0.8333,2,0.6667,3,0.8333,2,0
ticar,ticr,0.6,2,0.6,2,0.7778,2,0.7,2,0.7333,2,0
ticar,ticr,0.825,1,0.825,1,0.7875,2,0.75,2,0.7875,2,0
ticar,ticr,0.65,2,0.65,2,0.9417,1,0.8667,1,0.7,2,0
ticar,tciar,0.8,1,0.8,1,0.865,1,1.0,0,0.94,2,1
ticar,tciar,0.8,2,0.8,2,0.75,2,0.85,2,0.7675,2,0
tigecycline,tigecycline,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
tigecycline,igecycline,0.8889,1,0.8889,1,0.7505,2,0.8333,1,0.9697,1,1
tigecycline,tigeccline,0.9556,1,0.9556,1,0.9458,2,0.8833,1,0.9848,1,1
tigecycline,tigecyccline,1.0,0,1.0,0,1.0,0,1.0,0,0.9917,1,1
tigecycline,tigecyclinze,0.981,1,0.981,1,1.0,1,1.0,0,1.0,1,1
tigecycline,tigecyycline,1.0,0,1.0,0,1.0,0,1.0,0,0.9889,1,1
tikosyn,tikosyn,0.6667,2,0.6667,2,0.8095,2,0.6667,2,0.8095,2,0
tikosyn,tikosyn,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
tikosyn,tikosynn,1.0,0,1.0,0,1.0,0,1.0,0,0.9875,1,1
tikosyn,tkosyn,1.0,0,1.0,0,0.8571,1,1.0,0,0.9571,1,1
tikosyn,tkosyn,0.7222,2,0.7222,2,0.8222,2,0.6667,3,0.8222,2,0
tikosyn,itkosyn,0.9333,1,0.9333,1,0.7937,2,0.6667,3,0.9524,2,1
tikosyn,mytikosyn,0.9333,1,0.9333,1,0.7831,2,0.6667,3,0.7831,2,1
tilade,tilade,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
tilade,tilae,0.65,2,0.65,2,0.7511,3,0.7,2,0.7867,2,0
tilade,tilae,0.65,2,0.65,2,0.7511,3,0.7,2,0.7867,2,0
tilade,tilae,0.9111,1,0.9111,1,0.9067,2,0.8667,1,0.76,2,0
tilade,tilae,0.9111,1,0.9111,1,0.9067,2,0.8667,1,0.9667,1,1
tilade,tillade,1.0,0,1.0,0,1.0,0,1.0,0,0.9667,1,1
tilade,tlade,0.65,2,0.65,2,0.75,2,0.7,2,0.805,2,0
tilade,tlade,0.65,2,0.65,2,0.75,2,0.7,2,0.805,2,0
tilade,tlade,1.0,0,1.0,0,0.865,1,1.0,0,0.95,1,1
timolide,timolide,0.6667,2,0.6667,2,0.8095,2,0.6667,2,0.8333,2,0
timolide,timolide,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
timolide,tiimolide,1.0,0,1.0,0,1.0,0,1.0,0,0.9037,1,1
timolide,timolde,0.8833,1,0.8833,1,0.9246,2,0.8833,1,0.9048,2,0
timolide,timolde,1.0,0,1.0,0,0.9762,1,1.0,0,0.9792,1,1
timolide,tiolide,0.88,2,0.88,2,0.9143,2,0.7,3,0.8821,2,0
timolide,tiolide,0.925,1,0.925,1,0.9556,1,0.85,2,0.8794,2,0
timolide,tiolide,0.925,1,0.925,1,0.8705,2,0.85,2,0.9667,1,1
timolide,tiolide,1.0,0,1.0,0,1.0,0,1.0,0,0.8794,2,0
timolide,tzimolide,0.94,1,0.94,1,0.9625,1,0.85,2,0.9667,1,1
timolide,itmolide,0.9333,1,0.9333,1,0.7937,2,0.6667,3,0.9583,2,1
timolol,timolol,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
timolol,timololt,0.96,1,0.96,1,0.9875,1,1.0,0,0.9875,1,1
timolol,tiolol,0.925,1,0.925,1,0.8705,2,0.85,2,0.9619,1,1
